0.000	Inf
0.097	Inf
0.099	Inf
0.100	Inf
0.100	Inf
0.100	Inf
0.101	Inf
0.101	Inf
0.102	Inf
0.102	Inf
0.102	Inf
0.102	Inf
0.102	Inf
0.102	Inf
0.102	Inf
0.103	Inf
0.103	Inf
0.103	Inf
0.103	Inf
0.103	Inf
0.103	Inf
0.103	Inf
0.103	Inf
0.103	Inf
0.103	Inf
0.104	Inf
0.104	Inf
0.104	Inf
0.104	Inf
0.104	Inf
0.104	Inf
0.104	Inf
0.104	Inf
0.104	Inf
0.104	Inf
0.104	Inf
0.104	Inf
0.104	Inf
0.105	Inf
0.105	Inf
0.105	Inf
0.105	Inf
0.105	Inf
0.105	Inf
0.106	Inf
0.106	Inf
0.106	Inf
0.106	Inf
0.107	Inf
0.107	Inf
0.217	7223.535
0.291	7173.978
0.340	7113.170
0.342	7070.343
0.353	7043.978
0.354	6967.355
0.360	6866.818
0.369	6840.559
0.389	6772.668
0.405	6771.997
0.406	6682.239
0.412	6640.694
0.413	6582.736
0.426	6516.459
0.426	6446.963
0.429	6398.408
0.432	6350.555
0.439	6292.793
0.441	6187.162
0.443	6116.935
0.443	6024.030
0.450	6023.108
0.464	5919.420
0.469	5802.311
0.472	5707.454
0.474	5630.153
0.477	5629.802
0.478	5514.066
0.481	5435.136
0.487	5346.533
0.488	5346.163
0.489	5345.770
0.491	5232.192
0.494	5121.814
0.494	5016.428
0.495	5016.293
0.498	4925.582
0.503	4925.353
0.512	4801.131
0.522	4800.522
0.524	4800.026
0.529	4798.460
0.532	4690.414
0.534	4690.050
0.544	4596.470
0.548	4596.339
0.558	4596.339
0.561	4596.030
0.561	4493.565
0.564	4493.267
0.567	4493.056
0.570	4492.332
0.574	4492.135
0.574	4491.655
0.574	4491.514
0.575	4491.238
0.583	4490.883
0.592	4490.714
0.595	4356.499
0.596	4285.408
0.599	4285.018
0.604	4284.858
0.608	4284.695
0.609	4284.528
0.611	4284.472
0.616	4284.411
0.619	4284.309
0.620	4171.160
0.623	4171.128
0.623	4171.060
0.624	4026.763
0.626	4026.535
0.627	4026.535
0.629	4026.437
0.629	4026.247
0.629	3965.364
0.633	3964.819
0.637	3964.719
0.644	3964.419
0.647	3916.330
0.650	3813.275
0.660	3813.088
0.661	3813.048
0.662	3735.942
0.666	3735.733
0.673	3734.526
0.679	3734.200
0.684	3734.187
0.686	3721.377
0.693	3721.174
0.697	3720.958
0.699	3720.825
0.701	3720.603
0.702	3720.591
0.703	3720.422
0.708	3626.367
0.710	3626.312
0.725	3625.717
0.728	3537.539
0.731	3537.327
0.740	3537.281
0.743	3536.808
0.744	3536.779
0.745	3455.183
0.751	3455.154
0.755	3454.869
0.758	3454.821
0.758	3454.578
0.760	3380.318
0.760	3380.060
0.761	3380.033
0.763	3379.978
