0.000	Inf
0.008	Inf
0.008	Inf
0.008	Inf
0.008	Inf
0.008	Inf
0.008	Inf
0.008	Inf
0.008	Inf
0.008	Inf
0.008	Inf
0.008	Inf
0.008	Inf
0.008	Inf
0.008	Inf
0.008	Inf
0.008	Inf
0.008	Inf
0.008	Inf
0.008	Inf
0.008	Inf
0.008	Inf
0.008	Inf
0.008	Inf
0.008	Inf
0.008	Inf
0.008	Inf
0.008	Inf
0.008	Inf
0.008	Inf
0.008	Inf
0.008	Inf
0.008	Inf
0.008	Inf
0.008	Inf
0.008	Inf
0.008	Inf
0.008	Inf
0.008	Inf
0.008	Inf
0.008	Inf
0.008	Inf
0.008	Inf
0.008	Inf
0.008	Inf
0.008	Inf
0.008	Inf
0.008	Inf
0.008	Inf
0.013	Inf
0.013	Inf
0.013	Inf
0.013	Inf
0.013	Inf
0.013	Inf
0.013	Inf
0.013	Inf
0.013	Inf
0.013	Inf
0.013	Inf
0.013	Inf
0.013	Inf
0.013	Inf
0.013	Inf
0.013	Inf
0.013	Inf
0.013	Inf
0.013	Inf
0.013	Inf
0.013	Inf
0.013	Inf
0.013	Inf
0.013	Inf
0.014	Inf
0.014	Inf
0.014	Inf
0.014	Inf
0.018	Inf
0.018	Inf
0.018	Inf
0.018	Inf
0.018	Inf
0.018	Inf
0.018	Inf
0.018	Inf
0.018	Inf
0.018	Inf
0.018	Inf
0.018	Inf
0.018	Inf
0.018	Inf
0.018	Inf
0.018	Inf
0.018	Inf
0.018	Inf
0.018	Inf
0.018	Inf
0.018	Inf
0.019	Inf
0.020	Inf
0.023	Inf
0.024	Inf
0.024	Inf
0.024	Inf
0.024	Inf
0.024	Inf
0.024	Inf
0.029	Inf
0.029	Inf
0.029	Inf
0.029	Inf
0.029	Inf
0.029	Inf
0.029	Inf
0.029	Inf
0.029	Inf
0.029	Inf
0.034	Inf
0.034	Inf
0.034	Inf
0.034	Inf
0.034	Inf
0.034	Inf
0.034	Inf
0.035	Inf
0.035	Inf
0.039	Inf
0.039	Inf
0.039	Inf
0.039	Inf
0.039	Inf
0.044	Inf
0.045	Inf
0.045	Inf
0.045	Inf
0.045	Inf
0.045	Inf
0.046	Inf
0.050	Inf
0.050	Inf
0.050	Inf
0.055	Inf
0.055	Inf
0.055	Inf
0.055	Inf
0.055	Inf
0.056	Inf
0.060	Inf
0.060	Inf
0.060	Inf
0.065	Inf
0.065	Inf
0.065	Inf
0.065	Inf
0.066	Inf
0.066	Inf
0.069	Inf
0.071	Inf
0.071	Inf
0.071	Inf
0.076	Inf
0.076	Inf
0.076	Inf
0.076	Inf
0.076	Inf
0.081	Inf
0.081	Inf
0.081	Inf
0.081	Inf
0.089	Inf
0.092	Inf
0.092	Inf
0.092	Inf
0.092	Inf
0.097	Inf
0.101	2689.608
0.102	2688.877
0.102	2686.278
0.102	2684.906
0.107	2656.538
0.107	2653.417
0.107	2648.172
0.107	2647.503
0.107	2646.361
0.108	2643.213
0.112	2643.024
0.113	2640.576
0.113	2635.415
0.113	2633.612
0.118	2622.717
0.121	2616.958
0.122	2614.294
0.123	2612.065
0.123	2611.971
0.123	2610.814
0.123	2605.068
0.123	2592.898
0.123	2589.244
0.128	2580.418
0.128	2579.906
0.128	2579.792
0.133	2570.958
0.133	2570.057
0.138	2560.213
0.144	2554.714
0.144	2553.698
0.144	2553.418
0.149	2552.612
0.154	2550.061
0.155	2549.429
0.159	2547.021
0.160	2540.272
0.160	2537.976
0.160	2534.830
0.165	2528.432
0.165	2527.511
0.170	2525.400
0.171	2521.549
0.175	2521.479
0.177	2518.436
0.181	2514.674
0.186	2512.982
0.186	2511.218
0.188	2510.736
0.188	2510.258
0.191	2507.598
0.191	2506.681
0.196	2505.227
0.196	2504.618
0.197	2502.472
0.197	2499.230
0.201	2498.316
0.207	2497.685
0.207	2495.021
0.208	2493.191
0.212	2492.867
0.212	2492.717
0.218	2490.937
0.222	2486.260
0.228	2477.983
0.233	2475.737
0.237	2464.917
0.240	2463.274
0.244	2461.065
0.244	2460.335
0.248	2457.432
0.258	2456.001
0.259	2451.988
0.260	2451.877
0.264	2449.662
0.270	2446.822
0.280	2440.416
0.289	2436.716
0.291	2431.301
0.291	2430.441
0.292	2428.570
0.295	2427.235
0.296	2424.474
0.296	2422.593
0.306	2417.441
0.306	2412.147
0.316	2408.778
0.327	2407.728
0.331	2405.538
0.333	2403.646
0.349	2401.025
0.359	2396.049
0.364	2393.238
0.367	2387.477
0.370	2387.298
0.370	2387.026
0.384	2386.020
0.385	2382.932
0.396	2382.045
0.419	2380.451
0.423	2378.221
0.440	2377.605
0.469	2371.817
0.491	2368.682
0.491	2366.453
0.506	2364.732
0.511	2360.838
0.516	2359.727
0.535	2357.749
0.536	2357.229
0.536	2355.288
0.536	2353.941
0.536	2350.667
0.544	2349.708
0.546	2349.548
0.547	2346.393
0.555	2344.300
0.556	2341.644
0.556	2341.243
0.558	2334.886
0.559	2327.423
0.566	2326.865
0.568	2324.357
0.569	2319.472
0.569	2315.820
0.569	2314.845
0.576	2310.862
0.578	2310.451
0.578	2303.668
0.582	2298.976
0.589	2297.026
0.590	2295.438
0.591	2292.620
0.597	2292.113
0.600	2292.101
0.600	2289.302
0.600	2288.925
0.601	2284.369
0.609	2282.651
0.609	2279.445
0.610	2273.824
0.611	2272.356
0.621	2272.092
0.621	2266.736
0.622	2264.884
0.624	2262.303
0.624	2254.693
0.624	2253.025
0.630	2250.244
0.631	2243.932
0.632	2241.878
0.632	2239.600
0.632	2232.159
0.636	2231.252
0.640	2228.887
0.642	2228.373
0.653	2227.191
0.663	2227.091
0.668	2225.172
0.674	2224.471
0.674	2221.716
0.674	2216.013
0.683	2205.361
0.691	2204.534
0.702	2204.001
0.705	2202.373
0.706	2200.376
0.713	2197.542
0.717	2192.284
0.726	2191.503
0.727	2189.777
0.737	2189.753
0.739	2187.058
0.749	2182.083
0.768	2181.348
0.768	2172.520
0.779	2167.564
0.800	2161.599
0.806	2159.746
0.808	2158.877
0.810	2151.559
0.812	2151.226
0.816	2150.560
0.822	2149.697
0.824	2145.944
0.834	2145.383
0.837	2136.548
0.846	2134.910
0.851	2127.406
0.852	2127.044
0.858	2123.846
0.864	2118.153
0.868	2118.109
0.873	2115.134
0.875	2108.316
0.903	2107.719
0.903	2107.215
0.908	2105.898
0.918	2103.381
0.924	2103.325
0.934	2095.985
0.938	2088.868
0.941	2086.474
0.953	2085.777
0.954	2084.250
0.955	2083.575
0.959	2083.392
0.961	2079.247
0.962	2071.853
0.964	2070.800
0.964	2069.497
0.964	2067.867
0.965	2067.334
0.965	2064.720
0.966	2060.690
0.967	2053.948
0.967	2053.412
0.967	2050.367
0.967	2049.489
0.970	2043.422
0.970	2039.983
0.971	2033.737
0.974	2028.426
0.976	2027.040
0.976	2026.971
0.978	2024.067
0.978	2022.787
0.978	2020.223
0.980	2020.168
0.980	2019.447
0.983	2012.952
0.984	2006.997
0.985	1999.370
0.989	1999.256
0.992	1997.220
0.993	1995.047
0.994	1989.089
0.995	1988.676
0.995	1982.575
0.995	1976.315
0.997	1971.491
0.998	1964.364
0.999	1964.044
1.000	1963.898
1.001	1962.459
1.002	1959.703
1.003	1959.258
1.003	1958.503
1.003	1953.980
1.004	1953.741
1.008	1948.740
1.008	1944.864
1.011	1944.756
1.012	1941.962
1.014	1939.124
1.016	1933.834
1.023	1933.359
1.024	1931.616
1.026	1927.402
1.027	1926.897
1.028	1925.384
1.030	1923.068
1.033	1922.445
1.034	1922.299
1.035	1921.062
1.035	1916.121
1.037	1915.696
1.038	1913.741
1.039	1912.935
1.039	1912.910
1.042	1912.261
1.043	1911.574
1.044	1903.883
1.045	1901.388
1.045	1901.207
1.047	1900.085
1.048	1899.191
1.067	1894.819
1.068	1889.890
1.071	1885.889
1.072	1885.884
1.074	1885.829
1.075	1885.782
1.077	1885.334
1.078	1883.219
1.085	1877.527
1.091	1877.482
1.104	1877.388
1.105	1870.576
1.110	1868.925
1.110	1868.862
1.117	1868.753
1.120	1863.651
1.121	1862.811
1.121	1862.115
1.126	1861.175
1.131	1861.118
1.131	1860.377
1.134	1860.053
1.138	1859.997
1.139	1856.155
1.142	1854.164
1.150	1853.505
1.154	1849.678
1.164	1849.501
1.178	1848.700
1.179	1848.694
1.183	1848.675
1.194	1848.220
1.205	1848.127
1.206	1847.915
1.206	1847.908
1.209	1847.515
1.211	1847.421
1.211	1843.922
1.214	1843.913
1.214	1843.851
1.220	1843.824
1.238	1843.772
1.248	1843.718
1.249	1842.376
1.251	1842.326
1.253	1842.002
1.256	1841.293
1.263	1841.290
1.270	1841.224
1.271	1841.194
1.274	1841.176
1.291	1840.870
1.296	1840.860
1.298	1840.824
1.308	1840.684
1.318	1840.682
1.318	1840.027
1.318	1840.009
1.319	1839.962
1.334	1839.748
1.355	1839.712
