0.000	Inf
0.167	Inf
0.202	Inf
0.203	Inf
0.209	Inf
0.210	Inf
0.210	Inf
0.210	Inf
0.210	Inf
0.212	Inf
0.212	Inf
0.213	Inf
0.215	Inf
0.215	Inf
0.215	Inf
0.216	Inf
0.217	Inf
0.217	Inf
0.218	Inf
0.219	Inf
0.220	Inf
0.220	Inf
0.220	Inf
0.222	Inf
0.222	Inf
0.223	Inf
0.223	Inf
0.228	Inf
0.230	Inf
0.232	Inf
0.233	Inf
0.233	Inf
0.234	Inf
0.235	Inf
0.240	Inf
0.240	Inf
0.241	Inf
0.248	Inf
0.248	Inf
0.250	Inf
0.253	Inf
0.257	Inf
0.265	Inf
0.267	Inf
0.283	Inf
0.297	Inf
0.301	Inf
0.305	Inf
0.315	Inf
0.321	Inf
0.606	3857.967
5.179	3812.104
5.215	3764.194
5.219	3733.677
5.222	3688.069
5.224	3650.777
5.227	3620.235
5.229	3587.686
5.229	3565.408
5.233	3530.324
5.234	3515.813
5.235	3468.687
5.236	3428.453
5.237	3404.448
5.239	3365.160
5.240	3335.255
5.241	3289.417
5.242	3246.719
5.244	3199.886
5.248	3154.746
5.255	3128.597
5.256	3091.626
5.258	3042.142
5.259	3025.003
5.260	2989.707
5.266	2950.923
5.268	2895.525
5.278	2856.607
5.281	2841.095
5.287	2819.781
5.289	2797.183
5.289	2758.793
5.293	2737.503
5.297	2695.186
5.300	2627.109
5.305	2618.431
5.318	2584.397
5.323	2569.693
5.326	2534.440
5.328	2499.715
5.330	2480.888
5.331	2461.378
5.331	2424.218
5.353	2391.025
5.358	2367.479
5.366	2349.659
5.373	2330.794
5.376	2316.682
5.393	2275.712
5.502	2258.351
5.628	2246.928
10.192	2246.928
10.234	2246.928
10.238	2246.928
10.241	2246.853
10.284	2246.760
10.329	2246.760
10.347	2242.870
10.379	2242.862
10.415	2242.862
10.421	2242.862
10.459	2242.862
10.522	2242.341
10.596	2242.341
10.702	2242.341
11.114	2242.341
11.235	2242.341
11.345	2242.341
11.351	2242.341
11.432	2242.341
11.523	2242.341
11.641	2242.341
11.913	2242.341
11.925	2242.341
11.927	2242.341
11.949	2242.341
12.005	2242.341
12.035	2242.341
12.155	2242.341
12.340	2242.341
13.228	2242.341
13.312	2242.341
13.450	2242.341
13.499	2242.341
13.573	2242.341
13.990	2242.341
14.709	2242.341
15.154	2242.341
15.532	2242.341
16.201	2242.341
16.434	2242.341
16.522	2242.341
16.753	2242.341
16.841	2242.341
17.093	2242.341
18.555	2242.341
20.016	2242.341
20.177	2242.341
20.263	2242.341
20.647	2242.341
21.572	2242.341
22.852	2242.341
23.238	2242.341
25.803	2242.341
26.461	2242.341
26.566	2242.341
28.969	2242.341
29.743	2242.341
31.066	2242.341
32.067	2242.341
33.150	2242.341
33.531	2242.341
33.628	2242.341
34.895	2242.341
35.843	2242.341
36.283	2242.341
40.530	2242.341
43.062	2242.341
44.020	2242.341
44.480	2242.341
47.711	2242.341
48.594	2242.341
49.039	2242.341
50.545	2242.341
52.771	2242.341
1200.000	2242.341
